te_id	species	chrom	te_start	te_end	te_class	te_subclass
Populus_koreana|Chr1:45121074-45121506|LTR_644-int	Populus_koreana	Chr1	45121074	45121506	LTR	LTR/Copia
Populus_koreana|Chr1:48745703-48745781|LTR_819-int	Populus_koreana	Chr1	48745703	48745781	LTR	LTR/Copia
Populus_koreana|Chr10:479237-479287|TIR_26	Populus_koreana	Chr10	479237	479287	TIR	DNA/hAT
Populus_koreana|Chr10:6656408-6656648|TIR_28	Populus_koreana	Chr10	6656408	6656648	TIR	DNA/other
Populus_koreana|Chr10:6658496-6658673|TIR_1	Populus_koreana	Chr10	6658496	6658673	TIR	DNA/hAT
Populus_koreana|Chr10:7553206-7553235|LTR_644-int	Populus_koreana	Chr10	7553206	7553235	LTR	LTR/Copia
Populus_koreana|Chr10:7553233-7553370|TIR_1	Populus_koreana	Chr10	7553233	7553370	TIR	DNA/hAT
Populus_koreana|Chr10:7553235-7553389|Denovo_Non_LTR_10	Populus_koreana	Chr10	7553235	7553389	TIR	DNA/TcMar
Populus_koreana|Chr10:7553380-7553536|Denovo_Non_LTR_14	Populus_koreana	Chr10	7553380	7553536	LTR	LTR/other
Populus_koreana|Chr10:7553409-7553569|TIR_1	Populus_koreana	Chr10	7553409	7553569	TIR	DNA/hAT
Populus_koreana|Chr11:14987114-14987237|LTR_152-LTR	Populus_koreana	Chr11	14987114	14987237	LTR	LTR/Gypsy
Populus_koreana|Chr11:14992155-14992279|TIR_37	Populus_koreana	Chr11	14992155	14992279	non-LTR	LINE/L1
Populus_koreana|Chr11:17502032-17502351|TIR_130	Populus_koreana	Chr11	17502032	17502351	TIR	DNA/hAT
Populus_koreana|Chr11:17502351-17502984|LTR_644-int	Populus_koreana	Chr11	17502351	17502984	LTR	LTR/Copia
Populus_koreana|Chr11:17507109-17507281|Denovo_Non_LTR_15	Populus_koreana	Chr11	17507109	17507281	non-LTR	SINE/tRNA
Populus_koreana|Chr11:17507624-17507807|TIR_50	Populus_koreana	Chr11	17507624	17507807	TIR	DNA/hAT
Populus_koreana|Chr11:17508208-17508371|TIR_48	Populus_koreana	Chr11	17508208	17508371	TIR	DNA/hAT
Populus_koreana|Chr12:14514060-14517043|LTR_964-int	Populus_koreana	Chr12	14514060	14517043	LTR	LTR/Gypsy
Populus_koreana|Chr12:14517045-14518181|LTR_11-LTR	Populus_koreana	Chr12	14517045	14518181	LTR	LTR/Gypsy
Populus_koreana|Chr12:14518179-14518217|LTR_11-LTR	Populus_koreana	Chr12	14518179	14518217	LTR	LTR/Gypsy
Populus_koreana|Chr12:14518616-14519181|LTR_471-LTR	Populus_koreana	Chr12	14518616	14519181	LTR	LTR/Gypsy
Populus_koreana|Chr12:14519275-14519862|LTR_471-LTR	Populus_koreana	Chr12	14519275	14519862	LTR	LTR/Gypsy
Populus_koreana|Chr12:14519862-14520136|TIR_17	Populus_koreana	Chr12	14519862	14520136	TIR	DNA/CMC-EnSpm
Populus_koreana|Chr13:3014231-3014339|TIR_48	Populus_koreana	Chr13	3014231	3014339	TIR	DNA/hAT
Populus_koreana|Chr13:3014386-3014549|TIR_1	Populus_koreana	Chr13	3014386	3014549	TIR	DNA/hAT
Populus_koreana|Chr13:3014613-3014806|TIR_48	Populus_koreana	Chr13	3014613	3014806	TIR	DNA/hAT
Populus_koreana|Chr13:9505409-9505537|TIR_15	Populus_koreana	Chr13	9505409	9505537	non-LTR	SINE/tRNA
Populus_koreana|Chr13:9505439-9505541|TIR_5	Populus_koreana	Chr13	9505439	9505541	TIR	DNA/hAT
Populus_koreana|Chr13:13910915-13911022|LTR_644-int	Populus_koreana	Chr13	13910915	13911022	LTR	LTR/Copia
Populus_koreana|Chr13:16215177-16215361|TIR_50	Populus_koreana	Chr13	16215177	16215361	TIR	DNA/hAT
Populus_koreana|Chr13:16218844-16218990|TIR_37	Populus_koreana	Chr13	16218844	16218990	non-LTR	LINE/L1
Populus_koreana|Chr13:16218861-16219016|Denovo_Non_LTR_14	Populus_koreana	Chr13	16218861	16219016	LTR	LTR/other
Populus_koreana|Chr13:16220568-16220810|TIR_60	Populus_koreana	Chr13	16220568	16220810	TIR	DNA/PIF-Harbinger
Populus_koreana|Chr14:2079010-2079709|TIR_138	Populus_koreana	Chr14	2079010	2079709	TIR	DNA/CMC-EnSpm
Populus_koreana|Chr14:2079560-2079814|LTR_644-int	Populus_koreana	Chr14	2079560	2079814	LTR	LTR/Copia
Populus_koreana|Chr14:2083660-2083862|TIR_48	Populus_koreana	Chr14	2083660	2083862	TIR	DNA/hAT
Populus_koreana|Chr14:2083986-2084154|Denovo_Non_LTR_10	Populus_koreana	Chr14	2083986	2084154	TIR	DNA/TcMar
Populus_koreana|Chr14:2084154-2084175|LTR_644-int	Populus_koreana	Chr14	2084154	2084175	LTR	LTR/Copia
Populus_koreana|Chr15:1727789-1727940|LTR_317-LTR	Populus_koreana	Chr15	1727789	1727940	LTR	LTR/Gypsy
Populus_koreana|Chr15:2219053-2219178|LTR_644-int	Populus_koreana	Chr15	2219053	2219178	LTR	LTR/Copia
Populus_koreana|Chr15:2219054-2219077|TIR_50	Populus_koreana	Chr15	2219054	2219077	TIR	DNA/hAT
Populus_koreana|Chr15:2219077-2219178|Denovo_Non_LTR_14	Populus_koreana	Chr15	2219077	2219178	LTR	LTR/other
Populus_koreana|Chr15:2219178-2219214|Denovo_Non_LTR_10	Populus_koreana	Chr15	2219178	2219214	TIR	DNA/TcMar
Populus_koreana|Chr15:3669808-3670625|TIR_60	Populus_koreana	Chr15	3669808	3670625	TIR	DNA/PIF-Harbinger
Populus_koreana|Chr15:3679266-3679576|TIR_27	Populus_koreana	Chr15	3679266	3679576	TIR	DNA/CMC-EnSpm
Populus_koreana|Chr15:3679651-3679691|TIR_27	Populus_koreana	Chr15	3679651	3679691	TIR	DNA/CMC-EnSpm
Populus_koreana|Chr17:13138086-13138253|TIR_55	Populus_koreana	Chr17	13138086	13138253	TIR	DNA/hAT
Populus_koreana|Chr17:13138112-13138308|TIR_118	Populus_koreana	Chr17	13138112	13138308	TIR	DNA/PIF-Harbinger
Populus_koreana|Chr17:13897856-13897989|Denovo_Non_LTR_0	Populus_koreana	Chr17	13897856	13897989	non-LTR	SINE/tRNA
Populus_koreana|Chr17:13899189-13899394|TIR_22	Populus_koreana	Chr17	13899189	13899394	TIR	DNA/PIF-Harbinger
Populus_koreana|Chr17:14928902-14929194|TIR_28	Populus_koreana	Chr17	14928902	14929194	TIR	DNA/other
Populus_koreana|Chr17:14929194-14929492|TIR_19	Populus_koreana	Chr17	14929194	14929492	TIR	DNA/hAT
Populus_koreana|Chr18:49944-50950|LTR_430-LTR	Populus_koreana	Chr18	49944	50950	LTR	LTR/Gypsy
Populus_koreana|Chr18:9524211-9524377|Denovo_Non_LTR_15	Populus_koreana	Chr18	9524211	9524377	non-LTR	SINE/tRNA
Populus_koreana|Chr18:9524292-9524395|LTR_644-int	Populus_koreana	Chr18	9524292	9524395	LTR	LTR/Copia
Populus_koreana|Chr18:9526666-9527339|TIR_11	Populus_koreana	Chr18	9526666	9527339	TIR	DNA/hAT
Populus_koreana|Chr18:9527383-9527487|TIR_11	Populus_koreana	Chr18	9527383	9527487	TIR	DNA/hAT
Populus_koreana|Chr19:364094-364330|LTR_644-int	Populus_koreana	Chr19	364094	364330	LTR	LTR/Copia
Populus_koreana|Chr19:366995-367203|TIR_85	Populus_koreana	Chr19	366995	367203	TIR	DNA/MULE
Populus_koreana|Chr19:2065955-2066106|TIR_16	Populus_koreana	Chr19	2065955	2066106	TIR	DNA/other
Populus_koreana|Chr19:2541631-2541677|LTR_241-LTR	Populus_koreana	Chr19	2541631	2541677	TIR	DNA/TcMar
Populus_koreana|Chr19:2541677-2541692|LTR_63-LTR	Populus_koreana	Chr19	2541677	2541692	LTR	LTR/Copia
Populus_koreana|Chr19:2544723-2544904|TIR_48	Populus_koreana	Chr19	2544723	2544904	TIR	DNA/hAT
Populus_koreana|Chr19:2924820-2924976|TIR_48	Populus_koreana	Chr19	2924820	2924976	TIR	DNA/hAT
Populus_koreana|Chr19:2924929-2925140|TIR_25	Populus_koreana	Chr19	2924929	2925140	TIR	DNA/PIF-Harbinger
Populus_koreana|Chr19:2924976-2924995|TIR_16	Populus_koreana	Chr19	2924976	2924995	TIR	DNA/other
Populus_koreana|Chr19:2924982-2925143|TIR_55	Populus_koreana	Chr19	2924982	2925143	TIR	DNA/hAT
Populus_koreana|Chr19:2928413-2928471|TIR_27	Populus_koreana	Chr19	2928413	2928471	TIR	DNA/CMC-EnSpm
Populus_koreana|Chr19:2928586-2928742|Denovo_Non_LTR_14	Populus_koreana	Chr19	2928586	2928742	LTR	LTR/other
Populus_koreana|Chr19:2928612-2928764|TIR_37	Populus_koreana	Chr19	2928612	2928764	non-LTR	LINE/L1
Populus_koreana|Chr19:4063545-4063729|TIR_1	Populus_koreana	Chr19	4063545	4063729	TIR	DNA/hAT
Populus_koreana|Chr19:9888384-9888443|TIR_138	Populus_koreana	Chr19	9888384	9888443	TIR	DNA/CMC-EnSpm
Populus_koreana|Chr19:9888443-9888950|LTR_644-int	Populus_koreana	Chr19	9888443	9888950	LTR	LTR/Copia
Populus_koreana|Chr19:9888561-9889224|LTR_644-int	Populus_koreana	Chr19	9888561	9889224	LTR	LTR/Copia
Populus_koreana|Chr19:9888950-9889019|TIR_138	Populus_koreana	Chr19	9888950	9889019	TIR	DNA/CMC-EnSpm
Populus_koreana|Chr19:9889162-9889281|LTR_644-int	Populus_koreana	Chr19	9889162	9889281	LTR	LTR/Copia
Populus_koreana|Chr19:9894521-9894718|TIR_60	Populus_koreana	Chr19	9894521	9894718	TIR	DNA/PIF-Harbinger
Populus_koreana|Chr2:2075310-2076303|TIR_88	Populus_koreana	Chr2	2075310	2076303	LTR	LTR/Gypsy
Populus_koreana|Chr2:2478301-2478557|TIR_138	Populus_koreana	Chr2	2478301	2478557	TIR	DNA/CMC-EnSpm
Populus_koreana|Chr2:2478693-2479585|TIR_138	Populus_koreana	Chr2	2478693	2479585	TIR	DNA/CMC-EnSpm
Populus_koreana|Chr2:4028307-4028640|TIR_49	Populus_koreana	Chr2	4028307	4028640	TIR	DNA/CMC-EnSpm
Populus_koreana|Chr2:4028876-4030639|TIR_49	Populus_koreana	Chr2	4028876	4030639	TIR	DNA/CMC-EnSpm
Populus_koreana|Chr2:6039475-6039604|TIR_1	Populus_koreana	Chr2	6039475	6039604	TIR	DNA/hAT
Populus_koreana|Chr2:6045050-6045315|LTR_901-int	Populus_koreana	Chr2	6045050	6045315	LTR	LTR/Copia
Populus_koreana|Chr2:8747270-8747388|TIR_1	Populus_koreana	Chr2	8747270	8747388	TIR	DNA/hAT
Populus_koreana|Chr2:24373912-24374079|LTR_644-int	Populus_koreana	Chr2	24373912	24374079	LTR	LTR/Copia
Populus_koreana|Chr2:24374364-24374455|TIR_37	Populus_koreana	Chr2	24374364	24374455	non-LTR	LINE/L1
Populus_koreana|Chr2:24374633-24374794|TIR_48	Populus_koreana	Chr2	24374633	24374794	TIR	DNA/hAT
Populus_koreana|Chr2:24379015-24380442|TIR_86	Populus_koreana	Chr2	24379015	24380442	TIR	DNA/hAT
Populus_koreana|Chr2:26524143-26524255|LTR_966-int	Populus_koreana	Chr2	26524143	26524255	LTR	LTR/Gypsy
Populus_koreana|Chr2:26524674-26525047|LTR_966-int	Populus_koreana	Chr2	26524674	26525047	LTR	LTR/Gypsy
Populus_koreana|Chr3:156416-156578|TIR_88	Populus_koreana	Chr3	156416	156578	LTR	LTR/Gypsy
Populus_koreana|Chr3:1028429-1029017|TIR_120	Populus_koreana	Chr3	1028429	1029017	TIR	DNA/PIF-Harbinger
Populus_koreana|Chr3:1029120-1029188|TIR_120	Populus_koreana	Chr3	1029120	1029188	TIR	DNA/PIF-Harbinger
Populus_koreana|Chr3:1029186-1029310|TIR_120	Populus_koreana	Chr3	1029186	1029310	TIR	DNA/PIF-Harbinger
Populus_koreana|Chr3:1029378-1029587|TIR_53	Populus_koreana	Chr3	1029378	1029587	TIR	DNA/PIF-Harbinger
Populus_koreana|Chr3:1912407-1912578|TIR_1	Populus_koreana	Chr3	1912407	1912578	TIR	DNA/hAT
Populus_koreana|Chr3:1914915-1915133|LTR_644-int	Populus_koreana	Chr3	1914915	1915133	LTR	LTR/Copia
Populus_koreana|Chr3:1915238-1915393|Denovo_Non_LTR_14	Populus_koreana	Chr3	1915238	1915393	LTR	LTR/other
Populus_koreana|Chr3:1915267-1915413|TIR_37	Populus_koreana	Chr3	1915267	1915413	non-LTR	LINE/L1
Populus_koreana|Chr3:2923897-2924030|TIR_37	Populus_koreana	Chr3	2923897	2924030	non-LTR	LINE/L1
Populus_koreana|Chr3:4924761-4924821|Denovo_Non_LTR_15	Populus_koreana	Chr3	4924761	4924821	non-LTR	SINE/tRNA
Populus_koreana|Chr3:4925008-4925163|Homology_Non_LTR_1	Populus_koreana	Chr3	4925008	4925163	non-LTR	SINE/tRNA
Populus_koreana|Chr3:4932076-4932178|LTR_970-int	Populus_koreana	Chr3	4932076	4932178	LTR	LTR/Gypsy
Populus_koreana|Chr3:4932217-4932291|LTR_970-int	Populus_koreana	Chr3	4932217	4932291	LTR	LTR/Gypsy
Populus_koreana|Chr3:5197755-5197882|Denovo_Non_LTR_15	Populus_koreana	Chr3	5197755	5197882	non-LTR	SINE/tRNA
Populus_koreana|Chr3:5198862-5198984|TIR_59	Populus_koreana	Chr3	5198862	5198984	TIR	DNA/PIF-Harbinger
Populus_koreana|Chr3:5204312-5204467|TIR_1	Populus_koreana	Chr3	5204312	5204467	TIR	DNA/hAT
Populus_koreana|Chr3:5205097-5205205|LTR_532-LTR	Populus_koreana	Chr3	5205097	5205205	LTR	LTR/Copia
Populus_koreana|Chr3:7629255-7629967|LTR_563-LTR	Populus_koreana	Chr3	7629255	7629967	LTR	LTR/Gypsy
Populus_koreana|Chr3:15294260-15294352|LTR_449-LTR	Populus_koreana	Chr3	15294260	15294352	LTR	LTR/Copia
Populus_koreana|Chr3:15295667-15297359|LTR_777-int	Populus_koreana	Chr3	15295667	15297359	LTR	LTR/Copia
Populus_koreana|Chr3:15906166-15906253|TIR_141	Populus_koreana	Chr3	15906166	15906253	TIR	DNA/CMC-EnSpm
Populus_koreana|Chr3:15907221-15907344|Denovo_Non_LTR_10	Populus_koreana	Chr3	15907221	15907344	TIR	DNA/TcMar
Populus_koreana|Chr3:15909500-15909724|TIR_28	Populus_koreana	Chr3	15909500	15909724	TIR	DNA/other
Populus_koreana|Chr3:15909903-15910158|TIR_139	Populus_koreana	Chr3	15909903	15910158	TIR	DNA/PIF-Harbinger
Populus_koreana|Chr3:15909913-15910221|TIR_145	Populus_koreana	Chr3	15909913	15910221	TIR	DNA/hAT
Populus_koreana|Chr3:16758152-16759358|LTR_644-int	Populus_koreana	Chr3	16758152	16759358	LTR	LTR/Copia
Populus_koreana|Chr3:16759336-16759567|LTR_644-int	Populus_koreana	Chr3	16759336	16759567	LTR	LTR/Copia
Populus_koreana|Chr3:16759401-16759591|LTR_644-int	Populus_koreana	Chr3	16759401	16759591	LTR	LTR/Copia
Populus_koreana|Chr3:19295571-19295582|Denovo_Non_LTR_14	Populus_koreana	Chr3	19295571	19295582	LTR	LTR/other
Populus_koreana|Chr3:19295582-19295683|TIR_48	Populus_koreana	Chr3	19295582	19295683	TIR	DNA/hAT
Populus_koreana|Chr3:21694232-21695335|TIR_53	Populus_koreana	Chr3	21694232	21695335	TIR	DNA/PIF-Harbinger
Populus_koreana|Chr4:9691081-9691242|TIR_37	Populus_koreana	Chr4	9691081	9691242	non-LTR	LINE/L1
Populus_koreana|Chr4:12716991-12717866|TIR_60	Populus_koreana	Chr4	12716991	12717866	TIR	DNA/PIF-Harbinger
Populus_koreana|Chr4:12717894-12718078|TIR_16	Populus_koreana	Chr4	12717894	12718078	TIR	DNA/other
Populus_koreana|Chr4:16642017-16642201|TIR_48	Populus_koreana	Chr4	16642017	16642201	TIR	DNA/hAT
Populus_koreana|Chr4:16642241-16642426|TIR_0	Populus_koreana	Chr4	16642241	16642426	TIR	DNA/hAT
Populus_koreana|Chr4:16642590-16642661|TIR_48	Populus_koreana	Chr4	16642590	16642661	TIR	DNA/hAT
Populus_koreana|Chr4:16642830-16642850|LTR_644-int	Populus_koreana	Chr4	16642830	16642850	LTR	LTR/Copia
Populus_koreana|Chr4:16642850-16642986|TIR_1	Populus_koreana	Chr4	16642850	16642986	TIR	DNA/hAT
Populus_koreana|Chr4:18866635-18866768|TIR_37	Populus_koreana	Chr4	18866635	18866768	non-LTR	LINE/L1
Populus_koreana|Chr4:18866903-18867026|TIR_37	Populus_koreana	Chr4	18866903	18867026	non-LTR	LINE/L1
Populus_koreana|Chr4:18867761-18868130|LTR_644-int	Populus_koreana	Chr4	18867761	18868130	LTR	LTR/Copia
Populus_koreana|Chr4:20582106-20582292|TIR_19	Populus_koreana	Chr4	20582106	20582292	TIR	DNA/hAT
Populus_koreana|Chr4:20583217-20583369|TIR_44	Populus_koreana	Chr4	20583217	20583369	TIR	DNA/PIF-Harbinger
Populus_koreana|Chr4:20590007-20590167|TIR_37	Populus_koreana	Chr4	20590007	20590167	non-LTR	LINE/L1
Populus_koreana|Chr4:20590042-20590192|TIR_48	Populus_koreana	Chr4	20590042	20590192	TIR	DNA/hAT
Populus_koreana|Chr4:20789569-20790027|LTR_644-int	Populus_koreana	Chr4	20789569	20790027	LTR	LTR/Copia
Populus_koreana|Chr4:20790074-20790586|LTR_644-int	Populus_koreana	Chr4	20790074	20790586	LTR	LTR/Copia
Populus_koreana|Chr4:20790891-20791062|TIR_1	Populus_koreana	Chr4	20790891	20791062	TIR	DNA/hAT
Populus_koreana|Chr4:24317360-24318257|LTR_185-LTR	Populus_koreana	Chr4	24317360	24318257	LTR	LTR/Gypsy
Populus_koreana|Chr4:24318285-24318585|TIR_138	Populus_koreana	Chr4	24318285	24318585	TIR	DNA/CMC-EnSpm
Populus_koreana|Chr5:10647914-10648557|LTR_391-LTR	Populus_koreana	Chr5	10647914	10648557	LTR	LTR/Copia
Populus_koreana|Chr5:17905781-17905962|TIR_48	Populus_koreana	Chr5	17905781	17905962	TIR	DNA/hAT
Populus_koreana|Chr5:17906567-17906699|TIR_37	Populus_koreana	Chr5	17906567	17906699	non-LTR	LINE/L1
Populus_koreana|Chr5:17906699-17906719|TIR_16	Populus_koreana	Chr5	17906699	17906719	TIR	DNA/other
Populus_koreana|Chr5:17909997-17910069|Denovo_Non_LTR_0	Populus_koreana	Chr5	17909997	17910069	non-LTR	SINE/tRNA
Populus_koreana|Chr5:18392183-18392357|TIR_1	Populus_koreana	Chr5	18392183	18392357	TIR	DNA/hAT
Populus_koreana|Chr5:18393036-18393213|Denovo_Non_LTR_15	Populus_koreana	Chr5	18393036	18393213	non-LTR	SINE/tRNA
Populus_koreana|Chr5:18397239-18397378|Denovo_Non_LTR_14	Populus_koreana	Chr5	18397239	18397378	LTR	LTR/other
Populus_koreana|Chr5:18397255-18397424|TIR_1	Populus_koreana	Chr5	18397255	18397424	TIR	DNA/hAT
Populus_koreana|Chr5:18398116-18398347|LTR_644-int	Populus_koreana	Chr5	18398116	18398347	LTR	LTR/Copia
Populus_koreana|Chr5:18398636-18398770|Denovo_Non_LTR_14	Populus_koreana	Chr5	18398636	18398770	LTR	LTR/other
Populus_koreana|Chr5:19157486-19159645|LTR_595-int	Populus_koreana	Chr5	19157486	19159645	LTR	LTR/Copia
Populus_koreana|Chr5:19160214-19160394|Denovo_Non_LTR_15	Populus_koreana	Chr5	19160214	19160394	non-LTR	SINE/tRNA
Populus_koreana|Chr5:22775060-22775328|TIR_28	Populus_koreana	Chr5	22775060	22775328	TIR	DNA/other
Populus_koreana|Chr6:354624-354981|LTR_957-int	Populus_koreana	Chr6	354624	354981	LTR	LTR/Gypsy
Populus_koreana|Chr6:355079-355646|LTR_936-int	Populus_koreana	Chr6	355079	355646	LTR	LTR/Gypsy
Populus_koreana|Chr6:355638-356249|LTR_361-LTR	Populus_koreana	Chr6	355638	356249	LTR	LTR/Gypsy
Populus_koreana|Chr6:356249-356349|TIR_28	Populus_koreana	Chr6	356249	356349	TIR	DNA/other
Populus_koreana|Chr6:357833-357977|LTR_644-int	Populus_koreana	Chr6	357833	357977	LTR	LTR/Copia
Populus_koreana|Chr6:357992-358158|LTR_644-int	Populus_koreana	Chr6	357992	358158	LTR	LTR/Copia
Populus_koreana|Chr6:358158-358248|TIR_130	Populus_koreana	Chr6	358158	358248	TIR	DNA/hAT
Populus_koreana|Chr6:358374-358902|LTR_644-int	Populus_koreana	Chr6	358374	358902	LTR	LTR/Copia
Populus_koreana|Chr6:14488230-14488346|TIR_1	Populus_koreana	Chr6	14488230	14488346	TIR	DNA/hAT
Populus_koreana|Chr6:14490822-14490836|TIR_44	Populus_koreana	Chr6	14490822	14490836	TIR	DNA/PIF-Harbinger
Populus_koreana|Chr6:14490836-14490992|TIR_1	Populus_koreana	Chr6	14490836	14490992	TIR	DNA/hAT
Populus_koreana|Chr6:14490992-14491014|TIR_44	Populus_koreana	Chr6	14490992	14491014	TIR	DNA/PIF-Harbinger
Populus_koreana|Chr6:15078005-15078213|LTR_644-int	Populus_koreana	Chr6	15078005	15078213	LTR	LTR/Copia
Populus_koreana|Chr6:15613514-15613535|LTR_644-int	Populus_koreana	Chr6	15613514	15613535	LTR	LTR/Copia
Populus_koreana|Chr6:15613535-15613730|Denovo_Non_LTR_0	Populus_koreana	Chr6	15613535	15613730	non-LTR	SINE/tRNA
Populus_koreana|Chr6:15613777-15613988|Denovo_Non_LTR_15	Populus_koreana	Chr6	15613777	15613988	non-LTR	SINE/tRNA
Populus_koreana|Chr6:15615768-15616015|TIR_28	Populus_koreana	Chr6	15615768	15616015	TIR	DNA/other
Populus_koreana|Chr6:15616265-15616375|TIR_1	Populus_koreana	Chr6	15616265	15616375	TIR	DNA/hAT
Populus_koreana|Chr6:15616375-15616387|LTR_644-int	Populus_koreana	Chr6	15616375	15616387	LTR	LTR/Copia
Populus_koreana|Chr6:21845731-21845847|TIR_16	Populus_koreana	Chr6	21845731	21845847	TIR	DNA/other
Populus_koreana|Chr6:22117940-22118090|TIR_48	Populus_koreana	Chr6	22117940	22118090	TIR	DNA/hAT
Populus_koreana|Chr6:22120332-22120458|TIR_22	Populus_koreana	Chr6	22120332	22120458	TIR	DNA/PIF-Harbinger
Populus_koreana|Chr6:22132342-22132456|TIR_25	Populus_koreana	Chr6	22132342	22132456	TIR	DNA/PIF-Harbinger
Populus_koreana|Chr7:12432696-12432837|TIR_37	Populus_koreana	Chr7	12432696	12432837	non-LTR	LINE/L1
Populus_koreana|Chr7:12433435-12433581|Denovo_Non_LTR_15	Populus_koreana	Chr7	12433435	12433581	non-LTR	SINE/tRNA
Populus_koreana|Chr8:11775512-11775724|LTR_644-int	Populus_koreana	Chr8	11775512	11775724	LTR	LTR/Copia
Populus_koreana|Chr8:13791352-13791545|TIR_48	Populus_koreana	Chr8	13791352	13791545	TIR	DNA/hAT
Populus_koreana|Chr8:13795539-13795710|TIR_60	Populus_koreana	Chr8	13795539	13795710	TIR	DNA/PIF-Harbinger
Populus_koreana|Chr8:13796105-13796412|TIR_123	Populus_koreana	Chr8	13796105	13796412	TIR	DNA/TcMar
Populus_koreana|Chr8:18195345-18195528|TIR_48	Populus_koreana	Chr8	18195345	18195528	TIR	DNA/hAT
Populus_koreana|Chr8:19200515-19200647|TIR_23	Populus_koreana	Chr8	19200515	19200647	TIR	DNA/CMC-EnSpm
Populus_koreana|Chr8:19200647-19200687|TIR_48	Populus_koreana	Chr8	19200647	19200687	TIR	DNA/hAT
Populus_koreana|Chr8:19200805-19200869|TIR_33	Populus_koreana	Chr8	19200805	19200869	TIR	DNA/CMC-EnSpm
Populus_koreana|Chr8:19382122-19382321|Denovo_Non_LTR_0	Populus_koreana	Chr8	19382122	19382321	non-LTR	SINE/tRNA
Populus_lasiocarpa|Chr1:2170017-2170096|LTR_895-int	Populus_lasiocarpa	Chr1	2170017	2170096	LTR	LTR/Copia
Populus_lasiocarpa|Chr1:2172204-2172220|TIR_128	Populus_lasiocarpa	Chr1	2172204	2172220	TIR	DNA/TcMar
Populus_lasiocarpa|Chr1:2172220-2172367|TIR_5	Populus_lasiocarpa	Chr1	2172220	2172367	TIR	DNA/other
Populus_lasiocarpa|Chr1:2172249-2172379|TIR_70	Populus_lasiocarpa	Chr1	2172249	2172379	TIR	DNA/hAT
Populus_lasiocarpa|Chr1:6130166-6130740|LTR_1360-int	Populus_lasiocarpa	Chr1	6130166	6130740	LTR	LTR/Copia
Populus_lasiocarpa|Chr1:6130796-6131292|LTR_1360-int	Populus_lasiocarpa	Chr1	6130796	6131292	LTR	LTR/Copia
Populus_lasiocarpa|Chr1:6132563-6132854|TIR_0	Populus_lasiocarpa	Chr1	6132563	6132854	LTR	LTR/Copia
Populus_lasiocarpa|Chr1:11355247-11355341|LTR_1360-int	Populus_lasiocarpa	Chr1	11355247	11355341	LTR	LTR/Copia
Populus_lasiocarpa|Chr1:11355551-11355783|LTR_1360-int	Populus_lasiocarpa	Chr1	11355551	11355783	LTR	LTR/Copia
Populus_lasiocarpa|Chr1:11362401-11362580|TIR_26	Populus_lasiocarpa	Chr1	11362401	11362580	TIR	DNA/other
Populus_lasiocarpa|Chr1:11362424-11362582|TIR_78	Populus_lasiocarpa	Chr1	11362424	11362582	TIR	DNA/PIF-Harbinger
Populus_lasiocarpa|Chr1:11363668-11363779|LTR_1360-int	Populus_lasiocarpa	Chr1	11363668	11363779	LTR	LTR/Copia
Populus_lasiocarpa|Chr1:11363779-11364056|TIR_137	Populus_lasiocarpa	Chr1	11363779	11364056	TIR	DNA/hAT
Populus_lasiocarpa|Chr1:11364222-11364276|TIR_31	Populus_lasiocarpa	Chr1	11364222	11364276	TIR	DNA/hAT
Populus_lasiocarpa|Chr1:11364579-11364740|TIR_31	Populus_lasiocarpa	Chr1	11364579	11364740	TIR	DNA/hAT
Populus_lasiocarpa|Chr1:11364584-11364759|TIR_96	Populus_lasiocarpa	Chr1	11364584	11364759	TIR	DNA/hAT
Populus_lasiocarpa|Chr1:11364740-11364831|TIR_26	Populus_lasiocarpa	Chr1	11364740	11364831	TIR	DNA/other
Populus_lasiocarpa|Chr1:11365933-11368020|TIR_18	Populus_lasiocarpa	Chr1	11365933	11368020	TIR	DNA/hAT
Populus_lasiocarpa|Chr1:11368326-11368878|TIR_7	Populus_lasiocarpa	Chr1	11368326	11368878	TIR	DNA/PIF-Harbinger
Populus_lasiocarpa|Chr1:11369116-11369253|TIR_64	Populus_lasiocarpa	Chr1	11369116	11369253	TIR	DNA/PIF-Harbinger
Populus_lasiocarpa|Chr1:11369603-11369766|TIR_113	Populus_lasiocarpa	Chr1	11369603	11369766	TIR	DNA/hAT
Populus_lasiocarpa|Chr1:11373120-11375139|LTR_919-int	Populus_lasiocarpa	Chr1	11373120	11375139	LTR	LTR/Gypsy
Populus_lasiocarpa|Chr1:11375115-11375139|LTR_1009-int	Populus_lasiocarpa	Chr1	11375115	11375139	LTR	LTR/Copia
Populus_lasiocarpa|Chr1:11375139-11377204|LTR_399-LTR	Populus_lasiocarpa	Chr1	11375139	11377204	LTR	LTR/Gypsy
Populus_lasiocarpa|Chr1:11383351-11383925|LTR_715-LTR	Populus_lasiocarpa	Chr1	11383351	11383925	LTR	LTR/Gypsy
Populus_lasiocarpa|Chr1:11383896-11385267|LTR_714-LTR	Populus_lasiocarpa	Chr1	11383896	11385267	LTR	LTR/Copia
Populus_lasiocarpa|Chr1:11385267-11389422|LTR_919-int	Populus_lasiocarpa	Chr1	11385267	11389422	LTR	LTR/Gypsy
