gene_id	species	chrom	window_start	window_end
Populus_trichocarpa__Potri.009G101200.2.v4.1	Populus_trichocarpa	Chr9	8944512	8951437
Populus_trichocarpa__Potri.009G119700.1.v4.1	Populus_trichocarpa	Chr9	10042337	10046809
Populus_trichocarpa__Potri.009G125400.1.v4.1	Populus_trichocarpa	Chr9	10424424	10431259
Populus_trichocarpa__Potri.009G134900.1.v4.1	Populus_trichocarpa	Chr9	10920409	10925769
Populus_trichocarpa__Potri.009G164300.4.v4.1	Populus_trichocarpa	Chr9	12604875	12615722
Populus_trichocarpa__Potri.009G164500.4.v4.1	Populus_trichocarpa	Chr9	12626875	12632722
Populus_wuana__Powua00234.t1	Populus_wuana	Chr1	1998600	2003402
Populus_wuana__Powua00320.t1	Populus_wuana	Chr1	2685109	2696089
Populus_wuana__Powua00746.t1	Populus_wuana	Chr1	6723369	6730078
Populus_wuana__Powua01322.t1	Populus_wuana	Chr1	11799639	11809618
Populus_wuana__Powua01619.t1	Populus_wuana	Chr1	14923677	14928125
Populus_wuana__Powua02169.t2	Populus_wuana	Chr1	24528108	24533029
Populus_wuana__Powua03704.t1	Populus_wuana	Chr1	42056757	42061781
Populus_wuana__Powua03736.t1	Populus_wuana	Chr1	42444884	42450477
Populus_wuana__Powua23658.t1	Populus_wuana	Chr10	10697979	10702385
Populus_wuana__Powua23901.t7	Populus_wuana	Chr10	12813384	12821546
Populus_wuana__Powua24444.t1	Populus_wuana	Chr10	17227043	17233803
Populus_wuana__Powua24583.t1	Populus_wuana	Chr10	18305920	18310356
Populus_wuana__Powua24601.t1	Populus_wuana	Chr10	18493893	18498578
Populus_wuana__Powua25225.t1	Populus_wuana	Chr11	331802	338586
Populus_wuana__Powua25524.t1	Populus_wuana	Chr11	3866769	3873274
Populus_wuana__Powua26029.t3	Populus_wuana	Chr12	500664	507360
Populus_wuana__Powua26268.t1	Populus_wuana	Chr12	2780458	2787004
Populus_wuana__Powua26591.t3	Populus_wuana	Chr12	6764991	6772375
Populus_wuana__Powua27109.t1	Populus_wuana	Chr12	14465303	14473882
Populus_wuana__Powua27806.t1	Populus_wuana	Chr13	2338763	2344660
Populus_wuana__Powua29098.t1	Populus_wuana	Chr14	1307837	1315494
Populus_wuana__Powua29524.t1	Populus_wuana	Chr14	5192936	5200417
Populus_wuana__Powua30230.t1	Populus_wuana	Chr14	15827646	15832142
Populus_wuana__Powua30352.t1	Populus_wuana	Chr14	16897721	16902460
Populus_wuana__Powua30604.t1	Populus_wuana	Chr15	2113402	2121144
Populus_wuana__Powua32789.t1	Populus_wuana	Chr16	11800450	11805081
Populus_wuana__Powua33427.t1	Populus_wuana	Chr17	1625079	1630854
Populus_wuana__Powua33493.t1	Populus_wuana	Chr17	2124438	2131328
Populus_wuana__Powua33538.t1	Populus_wuana	Chr17	2480611	2489099
Populus_wuana__Powua33653.t1	Populus_wuana	Chr17	3589471	3598657
Populus_wuana__LG17_exon2_exon5_exon3_exon4_exon6	Populus_wuana	Chr17	13313224	13319791
Populus_wuana__Powua36068.t1	Populus_wuana	Chr19	3475954	3482285
Populus_wuana__Powua36598.t1	Populus_wuana	Chr19	7884459	7889352
Populus_wuana__Powua36599.t1	Populus_wuana	Chr19	7889781	7896337
Populus_wuana__Powua36853.t6	Populus_wuana	Chr19	9593703	9600041
Populus_wuana__Powua37036.t1	Populus_wuana	Chr19	10793497	10797966
Populus_wuana__Powua37092.t1	Populus_wuana	Chr19	11209527	11216344
Populus_wuana__Powua37184.t1	Populus_wuana	Chr19	11754775	11760132
Populus_wuana__Powua37459.t1	Populus_wuana	Chr19	13532615	13543431
Populus_wuana__Powua37461.t3	Populus_wuana	Chr19	13554072	13559920
Populus_wuana__LG02_exon4_exon2_exon1_exon3_exon5_exon6	Populus_wuana	Chr2	204559	210284
Populus_wuana__Powua04804.t2	Populus_wuana	Chr2	2056168	2061270
Populus_wuana__Powua06175.t1	Populus_wuana	Chr2	19328329	19335024
Populus_wuana__Powua06456.t1	Populus_wuana	Chr2	22551727	22557698
Populus_wuana__Powua06688.t1	Populus_wuana	Chr2	24617536	24626856
Populus_wuana__Powua06889.t1	Populus_wuana	Chr2	26310223	26319781
Populus_wuana__Powua06928.t1	Populus_wuana	Chr2	26722633	26729694
Populus_wuana__Powua06988.t1	Populus_wuana	Chr2	27106662	27112389
Populus_wuana__Powua07518.t1	Populus_wuana	Chr3	2193175	2197647
Populus_wuana__Powua07653.t1	Populus_wuana	Chr3	3105002	3112075
Populus_wuana__Powua07863.t2	Populus_wuana	Chr3	4815959	4822390
Populus_wuana__Powua07885.t1	Populus_wuana	Chr3	5006832	5015374
Populus_wuana__Powua08091.t1	Populus_wuana	Chr3	6848137	6855161
Populus_wuana__Powua08092.t1	Populus_wuana	Chr3	6863703	6869156
Populus_wuana__Powua08341.t1	Populus_wuana	Chr3	9135288	9139733
Populus_wuana__Powua08441.t3	Populus_wuana	Chr3	9868607	9875193
Populus_wuana__Powua08844.t1	Populus_wuana	Chr3	13237795	13245281
Populus_wuana__Powua09142.t1	Populus_wuana	Chr3	16655639	16660075
Populus_wuana__Powua09986.t1	Populus_wuana	Chr4	1545594	1557179
Populus_wuana__Powua10146.t1	Populus_wuana	Chr4	2902136	2912339
Populus_wuana__Powua10419.t1	Populus_wuana	Chr4	5495154	5500520
Populus_wuana__Powua10516.t1	Populus_wuana	Chr4	6279289	6285801
Populus_wuana__Powua10572.t1	Populus_wuana	Chr4	6754923	6759392
Populus_wuana__Powua10727.t1	Populus_wuana	Chr4	8365796	8372626
Populus_wuana__Powua11083.t1	Populus_wuana	Chr4	14840047	14844639
Populus_wuana__Powua12146.t1	Populus_wuana	Chr5	178342	184033
Populus_wuana__Powua12284.t1	Populus_wuana	Chr5	1108564	1113583
Populus_wuana__Powua12410.t1	Populus_wuana	Chr5	2027461	2032236
Populus_wuana__Powua12550.t1	Populus_wuana	Chr5	3270611	3277707
Populus_wuana__Powua12772.t1	Populus_wuana	Chr5	5383552	5391837
Populus_wuana__Powua12788.t1	Populus_wuana	Chr5	5613009	5620705
Populus_wuana__Powua12999.t2	Populus_wuana	Chr5	8151805	8158846
Populus_wuana__Powua13429.t2	Populus_wuana	Chr5	15725592	15732571
Populus_wuana__Powua13489.t1	Populus_wuana	Chr5	16377134	16381624
Populus_wuana__Powua13584.t1	Populus_wuana	Chr5	17277116	17281726
Populus_wuana__Powua13859.t1	Populus_wuana	Chr5	19860137	19867551
Populus_wuana__Powua15544.t1	Populus_wuana	Chr6	12926758	12936503
Populus_wuana__Powua16470.t3	Populus_wuana	Chr6	20823699	20833595
Populus_wuana__Powua16572.t2	Populus_wuana	Chr6	21784573	21789288
Populus_wuana__Powua16828.t1	Populus_wuana	Chr7	488540	494781
Populus_wuana__Powua16832.t1	Populus_wuana	Chr7	500723	506519
Populus_wuana__Powua16886.t1	Populus_wuana	Chr7	797591	804109
Populus_wuana__Powua17795.t1	Populus_wuana	Chr7	7272653	7277086
Populus_wuana__Powua17868.t1	Populus_wuana	Chr7	7819500	7824104
Populus_wuana__Powua19169.t1	Populus_wuana	Chr7	22622838	22629390
Populus_wuana__Powua19298.t1	Populus_wuana	Chr8	505214	511356
Populus_wuana__Powua19372.t1	Populus_wuana	Chr8	865572	871963
Populus_wuana__Powua20225.t1	Populus_wuana	Chr8	6955602	6960035
Populus_wuana__Powua20292.t1	Populus_wuana	Chr8	7458818	7463422
Populus_wuana__Powua20340.t1	Populus_wuana	Chr8	7837075	7845910
Populus_yunnanensis__Poyun00200.t1	Populus_yunnanensis	Chr1	1867281	1872083
Populus_yunnanensis__Poyun00301.t1	Populus_yunnanensis	Chr1	2502421	2513402
Populus_yunnanensis__Poyun00734.t1	Populus_yunnanensis	Chr1	6615605	6622336
Populus_yunnanensis__Poyun01361.t1	Populus_yunnanensis	Chr1	12385128	12395112
Populus_yunnanensis__Poyun01675.t1	Populus_yunnanensis	Chr1	15544988	15549444
Populus_yunnanensis__Poyun02263.t1	Populus_yunnanensis	Chr1	25542613	25549098
Populus_yunnanensis__Poyun03826.t1	Populus_yunnanensis	Chr1	42619038	42624058
Populus_yunnanensis__Poyun03859.t1	Populus_yunnanensis	Chr1	42979772	42985365
Populus_yunnanensis__Poyun24421.t1	Populus_yunnanensis	Chr10	4200679	4209196
Populus_yunnanensis__Poyun24924.t2	Populus_yunnanensis	Chr10	11667908	11675062
Populus_yunnanensis__Poyun25249.t1	Populus_yunnanensis	Chr10	16332559	16339106
Populus_yunnanensis__Poyun25523.t3	Populus_yunnanensis	Chr10	18934142	18940845
Populus_yunnanensis__Poyun26435.t1	Populus_yunnanensis	Chr11	11099679	11104100
Populus_yunnanensis__Poyun26694.t1	Populus_yunnanensis	Chr11	13182606	13190583
Populus_yunnanensis__Poyun27271.t1	Populus_yunnanensis	Chr11	17676261	17683040
Populus_yunnanensis__Poyun27415.t1	Populus_yunnanensis	Chr11	18726941	18731377
Populus_yunnanensis__Poyun27436.t1	Populus_yunnanensis	Chr11	18899456	18904144
Populus_yunnanensis__Poyun28588.t1	Populus_yunnanensis	Chr12	15950211	15956674
Populus_yunnanensis__Poyun28840.t2	Populus_yunnanensis	Chr12	18793560	18800347
Populus_yunnanensis__Poyun29030.t1	Populus_yunnanensis	Chr13	1322999	1330668
Populus_yunnanensis__Poyun29452.t1	Populus_yunnanensis	Chr13	5091856	5099333
Populus_yunnanensis__Poyun30125.t1	Populus_yunnanensis	Chr13	15844381	15859801
Populus_yunnanensis__Poyun30225.t1	Populus_yunnanensis	Chr13	16629233	16633729
Populus_yunnanensis__Poyun30358.t1	Populus_yunnanensis	Chr13	17906929	17911638
Populus_yunnanensis__Poyun31446.t1	Populus_yunnanensis	Chr14	11983261	11987892
Populus_yunnanensis__Poyun32129.t1	Populus_yunnanensis	Chr15	2696207	2703914
Populus_yunnanensis__Poyun32925.t1	Populus_yunnanensis	Chr15	13721915	13726498
Populus_yunnanensis__Poyun33708.t1	Populus_yunnanensis	Chr16	3211352	3217324
Populus_yunnanensis__Poyun35137.t1	Populus_yunnanensis	Chr17	2816452	2822964
Populus_yunnanensis__Poyun35903.t1	Populus_yunnanensis	Chr17	12922331	12931535
Populus_yunnanensis__Poyun36026.t1	Populus_yunnanensis	Chr17	14069425	14077910
Populus_yunnanensis__Poyun36071.t1	Populus_yunnanensis	Chr17	14419048	14425939
Populus_yunnanensis__Poyun36138.t1	Populus_yunnanensis	Chr17	14900205	14905971
Populus_yunnanensis__Poyun37989.t1	Populus_yunnanensis	Chr19	3561557	3567889
Populus_yunnanensis__Poyun38538.t1	Populus_yunnanensis	Chr19	8057824	8064362
Populus_yunnanensis__Poyun38798.t6	Populus_yunnanensis	Chr19	9879534	9885874
Populus_yunnanensis__Poyun38985.t1	Populus_yunnanensis	Chr19	11047701	11052170
Populus_yunnanensis__Poyun39046.t1	Populus_yunnanensis	Chr19	11445039	11451855
Populus_yunnanensis__Poyun39134.t1	Populus_yunnanensis	Chr19	11957497	11962854
Populus_yunnanensis__Poyun39401.t1	Populus_yunnanensis	Chr19	13882835	13893637
Populus_yunnanensis__Poyun39403.t1	Populus_yunnanensis	Chr19	13904154	13910017
Populus_yunnanensis__Poyun04825.t1	Populus_yunnanensis	Chr2	187057	193881
Populus_yunnanensis__Poyun05076.t1	Populus_yunnanensis	Chr2	2448855	2454847
Populus_yunnanensis__Poyun06490.t1	Populus_yunnanensis	Chr2	20010598	20017302
Populus_yunnanensis__Poyun06798.t1	Populus_yunnanensis	Chr2	22798395	22804339
Populus_yunnanensis__Poyun07052.t1	Populus_yunnanensis	Chr2	24910810	24920169
Populus_yunnanensis__Poyun07264.t1	Populus_yunnanensis	Chr2	26643181	26652739
Populus_yunnanensis__Poyun07305.t1	Populus_yunnanensis	Chr2	27052256	27059307
Populus_yunnanensis__Poyun07742.t1	Populus_yunnanensis	Chr3	2287423	2296721
Populus_yunnanensis__Poyun07906.t1	Populus_yunnanensis	Chr3	3758938	3769180
Populus_yunnanensis__Poyun08220.t1	Populus_yunnanensis	Chr3	6616916	6622282
Populus_yunnanensis__Poyun08321.t1	Populus_yunnanensis	Chr3	7450470	7456988
Populus_yunnanensis__Poyun08374.t1	Populus_yunnanensis	Chr3	7919435	7923904
Populus_yunnanensis__Poyun08543.t1	Populus_yunnanensis	Chr3	9526407	9533239
Populus_yunnanensis__Poyun08872.t1	Populus_yunnanensis	Chr3	15637821	15642413
Populus_yunnanensis__Poyun10788.t1	Populus_yunnanensis	Chr4	9748935	9753371
Populus_yunnanensis__Poyun11068.t1	Populus_yunnanensis	Chr4	12875841	12883331
Populus_yunnanensis__Poyun11514.t2	Populus_yunnanensis	Chr4	16479776	16487593
Populus_yunnanensis__Poyun11621.t1	Populus_yunnanensis	Chr4	17231694	17236124
Populus_yunnanensis__Poyun11874.t1	Populus_yunnanensis	Chr4	19545034	19550462
Populus_yunnanensis__Poyun11875.t1	Populus_yunnanensis	Chr4	19559002	19566023
Populus_yunnanensis__Poyun12099.t1	Populus_yunnanensis	Chr4	21364728	21373265
Populus_yunnanensis__Poyun12121.t2	Populus_yunnanensis	Chr4	21554535	21560967
Populus_yunnanensis__Poyun12351.t1	Populus_yunnanensis	Chr4	23308923	23316050
Populus_yunnanensis__Poyun12489.t1	Populus_yunnanensis	Chr4	24207497	24211969
Populus_yunnanensis__LG04_exon1	Populus_yunnanensis	Chr4	25178843	25183750
Populus_yunnanensis__Poyun12633.t3	Populus_yunnanensis	Chr4	25179203	25183870
Populus_yunnanensis__Poyun12828.t1	Populus_yunnanensis	Chr5	175227	180908
Populus_yunnanensis__Poyun12974.t1	Populus_yunnanensis	Chr5	1079181	1084200
Populus_yunnanensis__Poyun13101.t1	Populus_yunnanensis	Chr5	1964527	1968996
Populus_yunnanensis__Poyun13237.t1	Populus_yunnanensis	Chr5	3029564	3036659
Populus_yunnanensis__Poyun13472.t1	Populus_yunnanensis	Chr5	5104874	5113234
Populus_yunnanensis__Poyun13489.t1	Populus_yunnanensis	Chr5	5343473	5351169
Populus_yunnanensis__Poyun13690.t1	Populus_yunnanensis	Chr5	7992708	7999749
Populus_yunnanensis__Poyun14122.t1	Populus_yunnanensis	Chr5	16058574	16065558
Populus_yunnanensis__Poyun14185.t1	Populus_yunnanensis	Chr5	16695941	16700431
Populus_yunnanensis__Poyun14279.t1	Populus_yunnanensis	Chr5	17563750	17568360
Populus_yunnanensis__Poyun14544.t1	Populus_yunnanensis	Chr5	20271011	20278431
Populus_yunnanensis__Poyun14834.t1	Populus_yunnanensis	Chr5	22558745	22563704
Populus_yunnanensis__Poyun15313.t1	Populus_yunnanensis	Chr6	437737	444270
Populus_yunnanensis__Poyun16619.t1	Populus_yunnanensis	Chr6	15056269	15061079
Populus_yunnanensis__Poyun16690.t1	Populus_yunnanensis	Chr6	15599073	15603506
Populus_yunnanensis__Poyun17659.t3	Populus_yunnanensis	Chr6	22134238	22140753
Populus_yunnanensis__Poyun17726.t1	Populus_yunnanensis	Chr6	22444799	22450596
Populus_yunnanensis__Poyun17730.t1	Populus_yunnanensis	Chr6	22456566	22462804
Populus_yunnanensis__Poyun17940.t1	Populus_yunnanensis	Chr7	1481675	1488284
Populus_yunnanensis__Poyun18737.t1	Populus_yunnanensis	Chr7	12845184	12854856
Populus_yunnanensis__Poyun19681.t1	Populus_yunnanensis	Chr7	20529735	20540739
Populus_yunnanensis__Poyun19771.t1	Populus_yunnanensis	Chr7	21179278	21183993
Populus_yunnanensis__Poyun21647.t1	Populus_yunnanensis	Chr9	504496	510636
Populus_yunnanensis__Poyun21720.t1	Populus_yunnanensis	Chr9	882549	888940
Populus_yunnanensis__Poyun22607.t1	Populus_yunnanensis	Chr9	6780565	6784998
Populus_yunnanensis__Poyun22677.t1	Populus_yunnanensis	Chr9	7282746	7287350
Populus_yunnanensis__Poyun22730.t1	Populus_yunnanensis	Chr9	7666698	7675527
